"SomaSeqid","TargetFullName","Target","UniProt","EntrezGeneSymbol","n_dis","beta_dis","se_dis","p_dis","padj_dis","n_rep","beta_rep","se_rep","p_rep","padj_rep","n_meta","beta_meta","se_meta","p_meta","padj_meta"
"X17432.25","Adenylate kinase 4, mitochondrial","KAD4","P27144","AK4",330,-0.0645553034371097,0.0089806335349248,4.68220206110832e-12,1.83074100589335e-09,297,-0.0222857500209353,0.0154628589679965,0.150591000373501,0.454201888223301,627,-0.0539,0.0078,3.8904514499428e-12,4.64800880172333e-10
"X12777.11","Splicing factor 1","SF01","Q15637","SF1",331,0.0668298165729239,0.00935620933220628,6.1971161321993e-12,2.2211497070491e-09,297,0.0414049645143855,0.0174231475970409,0.0181278487039217,0.136785749606258,628,0.0611,0.0082,1.20226443461741e-13,2.87274407404972e-11
"X14146.92","Histone H3.1","H31","P68431","H3C1",332,0.26900778212334,0.0378809804291688,7.99113406862182e-12,2.6438359714725e-09,297,0.138573759237386,0.0459378424569513,0.0027825260052251,0.0509118102044281,629,0.2162,0.0292,1.38038426460289e-13,2.96851636102851e-11
"X14019.73","Envoplakin","EVPL","Q92817","EVPL",331,0.0864232301602797,0.0121938937691808,8.76648551139885e-12,2.66968398648496e-09,297,0.0405798827979812,0.0216681594843452,0.0621001047670391,0.279006055814521,628,0.0754,0.0106,1.28824955169313e-12,1.91060735235592e-10
"X7853.19","Protein SCO1 homolog, mitochondrial","SCO1","O75880","SCO1",332,-0.0772821162968059,0.0109202923471139,9.3106858398685e-12,2.66968398648496e-09,297,-0.0186395859028047,0.0127785347967641,0.145736157907762,0.447722296543775,629,-0.0525,0.0083,2.51188643150958e-10,1.16167995074438e-08
"X6938.21","Protocadherin gamma-A12","PCDGC","O60330","PCDHGA12",328,0.153518966203216,0.0217586514026968,1.08630008408585e-11,2.92011041353328e-09,297,0.135861728870949,0.0258481043480403,2.85070247984512e-07,0.000408695712193795,625,0.1462,0.0166,1.58489319246111e-18,5.52763613084444e-15
"X11462.8","RNA binding protein fox-1 homolog 2","RBM9","O43251","RBFOX2",331,0.178980264589592,0.025420462829286,1.1720376065056e-11,2.96525514445917e-09,297,0.108633184519879,0.0254192309130949,2.60856341595178e-05,0.00725833365235974,628,0.1438,0.018,1.23026877081238e-15,6.61423247908006e-13
"X9974.8","Delta-like protein 3","DLL3","Q9NYJ7","DLL3",332,-0.110404242989581,0.0158482623061651,1.84932281632437e-11,4.41885412945062e-09,297,-0.0744224905377305,0.0230444039870759,0.00138194556447317,0.0345114040877612,629,-0.0989,0.0131,3.71535229097173e-14,1.14140930024781e-11
"X3616.3","N-acetylglucosamine-6-sulfatase","GNS","P15586","GNS",331,0.106472283984303,0.0153461720425194,2.21234819997681e-11,5.00805768847382e-09,297,0.0951235595844899,0.0214109598197614,1.26351440602089e-05,0.00462764256665308,628,0.1026,0.0125,1.90546071796324e-16,2.04884663698998e-13
"X3585.54","Basigin","BASI","P35613","BSG",332,0.119419891610803,0.0173701454121625,3.24060219257986e-11,6.96891501514299e-09,297,0.118175646715349,0.0296339012163784,8.43959111821835e-05,0.0113433379373304,629,0.1191,0.015,1.90546071796324e-15,9.10598505328879e-13
"X15620.4","Neuroligin-1","NLGN1","Q8N2Q7","NLGN1",332,0.0944731851550786,0.0137677807458918,3.51073092002118e-11,7.19031127952909e-09,297,0.0474516261659179,0.0156600801373637,0.00266433603981316,0.0500572279762836,629,0.074,0.0103,8.51138038202376e-13,1.30740882225301e-10
"X3587.53","Bone morphogenetic protein 10","BMP10","O95393","BMP10",332,0.1415333539662,0.0207663872524118,4.6574031160802e-11,9.10522309193679e-09,297,0.111022386825102,0.0267407220367406,4.33748512969223e-05,0.00947293477910035,629,0.1301,0.0164,2.18776162394955e-15,9.37943671336622e-13
"X14051.54","Forkhead box protein C2","FOXC2","Q99958","FOXC2",331,0.0679614973422971,0.0100000731981813,5.26332185332423e-11,9.84241186571631e-09,297,0.0267903158249186,0.0193294075418753,0.166811887476206,0.477668394164555,628,0.0593,0.0089,2.51188643150958e-11,1.92921848962906e-09
"X11352.42","Titin","TITIN","Q8WZ42","TTN",315,0.145952880018366,0.021581875425373,6.94057806638296e-11,1.23729284805086e-08,297,0.0620238375937094,0.0324479987509734,0.0569245198320108,0.265864437121545,612,0.1202,0.018,2.23872113856834e-11,1.85906071218003e-09
"X7917.17","Carboxypeptidase D","CBPD","O75976","CPD",331,0.0687943559636357,0.0102001299943516,7.19189053738004e-11,1.23729284805086e-08,297,0.0474703324808649,0.0127833309699904,0.000245012669853092,0.0175145610714196,628,0.0605,0.008,3.23593656929628e-14,1.07059716804179e-11
"X8462.18","Somatotropin","HGH","P01241","GH1",327,0.0901616602191354,0.0135187827807613,1.14855753303567e-10,1.89997921137939e-08,297,-0.00724981167595802,0.0188063677491302,0.700150347262671,0.902567817248064,624,0.057,0.011,2.08929613085404e-07,2.4091320801081e-06
"X3305.6","Delta-like protein 4","DLL4","Q9NR61","DLL4",331,0.0910521307761449,0.01377526802917,1.61006285846605e-10,2.52333804051659e-08,297,0.0620100012175465,0.0199510869494925,0.00206917048603838,0.042581350528474,628,0.0817,0.0113,5.75439937337157e-13,9.51910450187350e-11
"X15670.15","Complement C1q-like protein 2","C1QL2","Q7Z5L3","C1QL2",325,-0.0709630443596103,0.0107346175219326,1.64272181200801e-10,2.52333804051659e-08,297,-0.0346278162335442,0.021552784522515,0.109215319078882,0.382209184180856,622,-0.0637,0.0096,3.31131121482591e-11,2.3736582558277e-09
"X6289.78","Rho GTPase-activating protein 36","RHG36","Q6ZRI8","ARHGAP36",328,0.143284035764419,0.0217512850757965,1.86223479218392e-10,2.76188684178726e-08,297,0.0376723200449277,0.026955702368191,0.163308560461636,0.472671681389971,625,0.1016,0.0169,1.90546071796324e-09,5.32167957659735e-08
"X22579.93","Neurexin-1-beta","NRX1B","P58400","NRXN1",332,0.0991616642324529,0.0151239165107316,2.19813009694647e-10,3.09739705463289e-08,297,-0.0404732531024682,0.021870710245774,0.0652450035540138,0.288109610149706,629,0.054,0.0124,1.41253754462276e-05,8.70390254931586e-05
"X3083.71","Tumor necrosis factor receptor superfamily member 27","XEDAR","Q9HAV5","EDA2R",332,0.116968865776653,0.0178469751477178,2.23248799566658e-10,3.09739705463289e-08,297,0.0964349132550135,0.0267712907888205,0.000370975669615583,0.0189948375597217,629,0.1107,0.0148,9.33254300796992e-14,2.36113338101639e-11
"X12759.47","Interleukin enhancer-binding factor 3","DRBP76","Q12906","ILF3",331,0.144506072610695,0.0220870547270108,2.39767689844709e-10,3.1584103612804e-08,297,0.0410107733393475,0.0188366624615305,0.0302707007658843,0.183630866000096,628,0.0846,0.0143,3.63078054770102e-09,8.67554840870115e-08
"X7763.25","Cadherin-11","Cadherin-11","P55287","CDH11",325,-0.0754853144852184,0.0115335071715145,2.42333275801565e-10,3.1584103612804e-08,297,-0.0839390678812937,0.0635021294892428,0.187262672892829,0.504062464487755,622,-0.0758,0.0113,2.45470891568503e-11,1.9195823720657e-09
"X17828.3","Protein S100-A14","S100A14","Q9HCY8","S100A14",330,0.080110514675262,0.0122678495015023,2.59047096473148e-10,3.27694577038532e-08,297,0.0468352391207213,0.0150661181770009,0.00206547946530942,0.042581350528474,627,0.0668,0.0095,2.13796208950223e-12,2.78647725665124e-10
"X6296.36","Oncoprotein-induced transcript 3 protein","OIT3","Q8WWZ8","OIT3",332,0.201081815512174,0.0308864725799658,2.88731538167826e-10,3.51161676726845e-08,297,0.0582845252328664,0.0361203965243533,0.107694119601624,0.380105136061636,629,0.1408,0.0235,1.99526231496888e-09,5.50104052351357e-08
"X7186.111","Syntaxin-3","STX3","Q13277","STX3",328,0.116454646158741,0.0178886274291134,2.93927467151044e-10,3.51161676726845e-08,297,0.0413307080535431,0.0185444923251564,0.0265954147662921,0.17226391873207,625,0.0802,0.0129,4.57088189614875e-10,1.80361128764548e-08
"X15540.6","Vimentin","Vimentin","P08670","VIM",332,0.245589515885446,0.0378350306876079,3.23373491862745e-10,3.58920759699468e-08,297,0.177508707143743,0.0455565778078645,0.000121182672308372,0.0131377859855799,629,0.2178,0.0291,7.24435960074989e-14,1.94737441517658e-11
"X19225.11","B-cell linker protein","BLNK","Q8WV28","BLNK",332,0.0943801442177447,0.0145476170228805,3.29871269995586e-10,3.58920759699468e-08,297,0.0527226374246865,0.0135026011143503,0.000117352836101355,0.0131377859855799,629,0.072,0.0099,3.46736850452531e-13,7.10150092283969e-11
"X18228.30","Nucleolar protein 16","NOP16","Q9Y3C1","NOP16",331,0.0900079149901729,0.0138730197437439,3.30532037607631e-10,3.58920759699468e-08,297,0.0586400879446682,0.0195392095902861,0.00292266132444538,0.0516344757800611,628,0.0795,0.0113,2.08929613085404e-12,2.78647725665124e-10
"X13532.25","Nuclear envelope phosphatase-regulatory subunit 1","NEPR1","Q8N9A8","CNEP1R1",328,0.0892129488303597,0.0137498425297375,3.33802148058096e-10,3.58920759699468e-08,297,-0.00240268534499021,0.0325297761540082,0.941171646713244,0.982313615173084,625,0.0753,0.0127,2.69153480392691e-09,6.97366939258413e-08
"X13055.53","PH and SEC7 domain-containing protein 1","PSD1","A5PKW4","PSD",325,-0.0959485274335272,0.0149070658656486,4.57065301950139e-10,4.7947264967989e-08,297,-0.0612447718048988,0.0334072792343816,0.0677828846646252,0.292999182856837,622,-0.0902,0.0136,3.46736850452531e-11,2.4447790062235e-09
"X14260.112","Neuroepithelial cell-transforming gene 1 protein","ARHG8","Q7Z628","NET1",331,0.0829640572769618,0.0130068149670143,6.25570925175665e-10,6.40614416471556e-08,297,0.0443841510043732,0.0224791684748887,0.0492750920953511,0.24729541552171,628,0.0733,0.0113,7.58577575029185e-11,4.40897587864936e-09
"X11667.29","Tensin-2","TENC1","Q63HR2","TNS2",331,0.0838824965764313,0.0131796854105299,6.78270073370827e-10,6.78427810597192e-08,297,0.0267842627428467,0.0224945926637724,0.234742598760787,0.562780332926502,628,0.0693,0.0114,1.09647819614318e-09,3.36853765829416e-08
"X3730.81","Tumor necrosis factor receptor superfamily member 4","TNR4","P43489","TNFRSF4",330,0.0687887069851623,0.0108229303154077,7.15799732331767e-10,6.92712112931034e-08,297,0.0274364321684674,0.0136628276170685,0.0455557591084471,0.235827979988394,627,0.0528,0.0085,4.67735141287198e-10,1.81236832673535e-08
"X13507.51","Tumor necrosis factor receptor type 1-associated DEATH domain protein","TRADD","Q15628","TRADD",328,-0.0869097236000779,0.0136759625569398,7.24762731501896e-10,6.92712112931034e-08,297,-0.0358032540081898,0.0244415205391614,0.144040342519994,0.445696052646399,625,-0.0747,0.0119,3.80189396320561e-10,1.58756756657741e-08
"X18302.204","Protein zwilch homolog","ZWILC","Q9H900","ZWILCH",330,-0.068141344062678,0.0107377179413344,7.57667063774503e-10,7.0841870462916e-08,297,-0.019378754191511,0.0163804901987535,0.237759418048158,0.564911854022091,627,-0.0535,0.009,2.57039578276886e-09,6.82424213684499e-08
"X5654.70","Protein disulfide-isomerase TMX3","TMX3","Q96JJ7","TMX3",329,0.114452153883086,0.018129579160175,9.19265061038172e-10,8.31275978591349e-08,297,0.0483083745496444,0.0243928709427566,0.048596802405119,0.245034990790641,626,0.0909,0.0146,4.16869383470335e-10,1.70757639838658e-08
"X12341.8","Dual specificity protein phosphatase 6","DUS6","Q16828","DUSP6",331,-0.0620841213833974,0.00984239042858454,9.40406249621533e-10,8.31275978591349e-08,297,-0.0359637817535921,0.0152942493767667,0.0193667911170165,0.142631110606657,628,-0.0544,0.0083,4.78630092322638e-11,3.16705850319949e-09
"X15523.9","Delta-aminolevulinic acid dehydratase","HEM2","P13716","ALAD",332,-0.188318892698861,0.0298723276296367,9.57311867191529e-10,8.31275978591349e-08,297,-0.0608266634654139,0.0583537147662338,0.298101384851385,0.628679846116758,629,-0.1618,0.0266,1.14815362149688e-09,3.47761177891415e-08
"X3823.9","Megakaryocyte-associated tyrosine-protein kinase","MATK","P42679","MATK",331,0.109643244328252,0.0173989543702766,9.74013373338259e-10,8.31275978591349e-08,297,0.0873614279344747,0.0237090546996638,0.000272971059927245,0.0176240161550299,628,0.1018,0.014,3.89045144994280e-13,7.27514421139305e-11
"X4282.3","GTP-binding nuclear protein Ran","RAN","P62826","RAN",331,-0.142619617968472,0.0226393426863252,9.85702741412667e-10,8.31275978591349e-08,297,-0.0906722315797214,0.085722768964297,0.29105215026395,0.621248286990198,628,-0.1392,0.0219,1.99526231496888e-10,9.75184456441042e-09
"X18409.61","ADP-ribosylation factor 5","ARF5","P84085","ARF5",327,-0.0787021973781384,0.012504201843424,1.03203941008624e-09,8.53615673611715e-08,297,0.0162789987314433,0.0421806509821507,0.699826645584863,0.902567817248064,624,-0.071,0.012,3.16227766016838e-09,7.81664150366908e-08
"X8357.43","Sulfotransferase 4A1","ST4A1","Q9BR01","SULT4A1",331,0.162321841782635,0.0258816683383447,1.15685165851329e-09,9.10905566659036e-08,297,0.0691100265606818,0.0365330932823274,0.0595223831266456,0.272636602585413,628,0.1312,0.0211,5.24807460249773e-10,1.96277990133415e-08
"X13083.18","Valine--tRNA ligase","SYVC","P26640","VARS1",329,-0.0914325132026551,0.0145778337159477,1.16259130335125e-09,9.10905566659036e-08,297,-0.0508579623511132,0.0279466715145322,0.0698134741261696,0.29907146635125,626,-0.0828,0.0129,1.51356124843621e-10,7.93881332868796e-09
"X7754.11","Protein jagged-1","JAG1","P78504","JAG1",330,0.0935108569896202,0.014912470399543,1.16775167173024e-09,9.10905566659036e-08,297,0.0574596128939582,0.0260863083012197,0.0284016837909259,0.176529227410816,627,0.0846,0.0129,6.30957344480194e-11,3.9112096325043e-09
"X10451.11","Nucleobindin-1","NUCB1","Q02818","NUCB1",332,0.179980113968022,0.0287198703809357,1.18601980313662e-09,9.10905566659036e-08,297,0.0999778598651503,0.0374026290540245,0.00794150163604419,0.0849661655139952,629,0.1503,0.0228,4.16869383470335e-11,2.84596066397763e-09
"X12420.10","Glycerol-3-phosphate dehydrogenase 1-like protein","GPD1L","Q8N335","GPD1L",331,-0.114554665066015,0.0183313202769179,1.31603813484124e-09,9.93031582096873e-08,297,0.00776855217299514,0.0283125973736512,0.783983446974701,0.932498010353481,628,-0.0784,0.0154,3.46736850452532e-07,3.73763206465248e-06
"X18837.9","Small glutamine-rich tetratricopeptide repeat-containing protein beta","SGTB","Q96EQ0","SGTB",325,-0.0465992268082675,0.00746169480234296,1.37421137450268e-09,1.01904881409242e-07,297,-0.0166899385629566,0.0253362999541112,0.51058603674882,0.802349486319574,622,-0.0442,0.0072,6.60693448007596e-10,2.34846489246337e-08
"X8418.30","Catenin beta-1","b-Catenin","P35222","CTNNB1",330,-0.0718658087386532,0.0115193456595761,1.40124686854445e-09,1.02148521722198e-07,297,0.0882936647470872,0.0233643926387364,0.000191008764607963,0.0157986287803625,627,-0.0405,0.0103,8.70963589956081e-05,0.000410297305629913
"X6264.9","Protein CYR61","CYR61","O00622","CCN1",331,0.124054914598218,0.0199147455102369,1.47340978048808e-09,1.03972427074308e-07,297,0.0542304854000629,0.0257777569180322,0.0362564935257711,0.204644591409897,628,0.098,0.0158,5.12861383991366e-10,1.93492702854988e-08
"X8869.5","Butyrophilin subfamily 2 member A1","BT2A1","Q7KYR7","BTN2A1",332,0.0623015122241601,0.0100119008418691,1.52434913545538e-09,1.03972427074308e-07,297,0.0178728077514252,0.0121169096839473,0.141285515379172,0.439702606111302,629,0.0443,0.0077,9.54992586021437e-09,1.8501905912064e-07
"X9043.7","Tuftelin-interacting protein 11","TFP11","Q9UBB9","TFIP11",326,-0.0732306662729866,0.011762737499038,1.52984597827064e-09,1.03972427074308e-07,297,0.0101021742607016,0.0423810078174102,0.811765311103507,0.944899215982729,623,-0.0673,0.0113,2.95120922666639e-09,7.51074016798352e-08
"X2635.61","Layilin","Layilin","Q6UX15","LAYN",332,0.110066505320894,0.0176937964085484,1.5428317466084e-09,1.03972427074308e-07,297,0.109561344569386,0.0258871568522902,3.10450795732979e-05,0.00762423624388625,629,0.1099,0.0146,5.37031796370253e-14,1.53984917079231e-11
"X19212.4","Deleted in malignant brain tumors 1 protein","DMBT1","Q9UGM3","DMBT1",328,0.0783443216970019,0.012591309710939,1.55049556172267e-09,1.03972427074308e-07,297,0.0158061762858456,0.0185794571703862,0.395616582956518,0.719774502240264,625,0.0587,0.0104,1.81970085860998e-08,3.26105558036731e-07
"X17747.45","TNF receptor-associated factor 1","TRAF1","Q13077","TRAF1",332,-0.0838013123847771,0.0134809413558213,1.58143607060078e-09,1.03972427074308e-07,297,-0.0353647516616007,0.0251312519829153,0.16043463265445,0.468133890805149,629,-0.073,0.0119,8.128305161641e-10,2.75274334647385e-08
"X6624.94","Protein Wnt-11","WNT11","O96014","WNT11",331,0.0433604811474651,0.00697640744371336,1.59548481443951e-09,1.03972427074308e-07,297,0.0163925974039861,0.0153779314479146,0.287315421876786,0.617254560185842,628,0.0388,0.0064,1.0471285480509e-09,3.24007185983231e-08
"X18276.34","T-cell leukemia/lymphoma protein 1B","TCL1B","O95988","TCL1B",331,0.109361811247964,0.0176082837735819,1.63666678054628e-09,1.04788306551244e-07,297,0.0776703859462457,0.0233708867366883,0.00100308130717601,0.0287616846810935,628,0.0979,0.0141,3.38844156139202e-12,4.16391061587059e-10
"X6525.17","Dual specificity protein phosphatase 13 isoform A","DUSP13","Q6B8I1","DUSP13",329,-0.0866329119442417,0.0139524691882463,1.66321005583223e-09,1.04788306551244e-07,297,-0.0422895523270253,0.0259062596250851,0.103675410987944,0.373105273544675,626,-0.0767,0.0123,4.36515832240167e-10,1.75463046211678e-08
"X17511.10","Ribonuclease P protein subunit p30","RPP30","P78346","RPP30",327,-0.0581873301692156,0.00937229920213228,1.68109582702531e-09,1.04788306551244e-07,297,0.00661384629416185,0.0289606139922993,0.819516029542208,0.947765109723323,624,-0.052,0.0089,5.37031796370253e-09,1.17247398791292e-07
"X8318.13","Sprouty-related, EVH1 domain-containing protein 1","SPRE1","Q7Z699","SPRED1",329,0.0885366838031776,0.0142742526973202,1.72666298193615e-09,1.06091106932963e-07,297,0.0630505324275302,0.0215664456024479,0.00373247273967374,0.0588658516552915,626,0.0808,0.0119,1.14815362149688e-11,1.0973797169018e-09
"X10882.12","Desmocollin-1","Desmocollin-1","Q08554","DSC1",330,-0.0366862815680985,0.00593360746604732,1.92469045675578e-09,1.16592868373333e-07,297,-0.00474605664478929,0.0373316049618713,0.898923408295367,0.971570168812916,627,-0.0359,0.0059,8.91250938133744e-10,2.88215810895732e-08
"X7070.25","Kell blood group glycoprotein","KELL","P23276","KEL",330,0.100615808903111,0.0164003680772777,2.52080209977642e-09,1.4909119476152e-07,297,0.0470513657284341,0.0162942500721829,0.00417300588965168,0.0616773138535803,627,0.0737,0.0116,1.86208713666287e-10,9.53432949379403e-09
"X5070.76","Tumor necrosis factor receptor superfamily member 6B","DcR3","O95407","TNFRSF6B",331,0.0903187484621828,0.0147249292311613,2.53049458674517e-09,1.4909119476152e-07,297,0.0319815710605519,0.0150592545669795,0.0345374268208669,0.198590204219985,628,0.0618,0.0105,4.36515832240167e-09,1.00398641415238e-07
"X18876.77","Carbohydrate sulfotransferase 4","CHST4","Q8NCG5","CHST4",332,0.0888054305331637,0.0144889701593134,2.58808720647655e-09,1.5042382533859e-07,297,0.0527223502630001,0.0143625185842113,0.000287552778596737,0.0176240161550299,629,0.0706,0.0102,4.46683592150963e-12,5.17351658824626e-10
"X18215.5","Probable tRNA(His) guanylyltransferase","THG1","Q9NWX6","THG1L",332,-0.167181881008552,0.0272961712941125,2.6534866567073e-09,1.52168614806641e-07,297,-0.0532475859031383,0.0614769276788136,0.387127298929771,0.712466629309775,629,-0.1484,0.0249,2.69153480392691e-09,6.97366939258413e-08
"X5353.89","Interleukin-1 receptor antagonist protein","IL-1Ra","P18510","IL1RN",332,0.203848664674713,0.0333801198386685,2.9332759589941e-09,1.66000261837285e-07,297,0.161265656837404,0.0462709538411253,0.000567429319521827,0.0219528059044312,629,0.1893,0.0271,2.69153480392691e-12,3.40479152696755e-10
"X11270.17","Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial","CHC10","Q8WYQ3","CHCHD10",331,0.132388231304137,0.0216960468719168,3.02490383146348e-09,1.68962485443174e-07,297,0.0873145105536001,0.0431862410949341,0.0441105952083996,0.231365451208935,628,0.1233,0.0194,1.99526231496888e-10,9.75184456441042e-09
"X19638.9","Dynorphin A (1-17)","Dynorphin A (1-17)","P01213","PDYN",332,-0.0900236162430408,0.0147885109474114,3.2717008889467e-09,1.76894151360055e-07,297,-0.0811006371335926,0.0278635955395184,0.00388565103662512,0.0593924126065129,629,-0.0881,0.0131,1.58489319246111e-11,1.36332512415505e-09
"X3312.64","High affinity immunoglobulin gamma Fc receptor I","FCGR1","P12314","FCGR1A",332,0.127794521407494,0.0210000766830798,3.30799077490529e-09,1.76894151360055e-07,297,0.12275810890285,0.031014188954357,9.50026697322885e-05,0.0120178377211345,629,0.1262,0.0174,3.89045144994280e-13,7.27514421139305e-11
"X3065.65","Fibroblast growth factor 5","FGF-5","P12034","FGF5",330,0.102797849190855,0.0168894800147854,3.30837520726129e-09,1.76894151360055e-07,297,0.0763319444406147,0.0252812163680163,0.0027580242809579,0.0509118102044281,627,0.0946,0.014,1.58489319246111e-11,1.36332512415505e-09
"X17435.43","Electron transfer flavoprotein subunit alpha, mitochondrial","ETFA","P13804","ETFA",329,-0.0527143484701653,0.00866259888618513,3.3413056180825e-09,1.76894151360055e-07,297,-0.029630292559224,0.0191368148287619,0.122627325691675,0.406646204934383,626,-0.0488,0.0079,6.30957344480194e-10,2.28046011647842e-08
"X13993.20","Band 4.1-like protein 1","E41L1","Q9H4G0","EPB41L1",332,-0.168634636777161,0.0277269467994045,3.37254601523471e-09,1.76894151360055e-07,297,-0.037641541750871,0.0599492884489518,0.530568610091911,0.81093659985974,629,-0.1456,0.0252,7.24435960074989e-09,1.51990198257684e-07
"X11436.6","Alpha-internexin","AINX","Q16352","INA",330,0.124410326322898,0.0204934652781816,3.61310776706707e-09,1.87228632604283e-07,297,0.0205526078535681,0.024353916255803,0.399410734156044,0.7230125673279,627,0.0814,0.0157,2.13796208950223e-07,2.45865640292757e-06
"X4136.40","Interleukin-17D","IL-17D","Q8TAD2","IL17D",331,0.0929607484375131,0.0153427613336492,3.84729646456478e-09,1.96990739215394e-07,297,0.0163076667473031,0.0352954555896333,0.644402857176778,0.879865615465817,628,0.0808,0.0141,9.33254300796992e-09,1.83284326380268e-07
"X5888.29","Eukaryotic translation initiation factor 5A-1","eIF-5A-1","P63241","EIF5A",332,-0.106247539547918,0.0176327010827277,4.61779240874936e-09,2.33660295882718e-07,297,-0.0268318160799431,0.049560516148394,0.588649582705204,0.849770794930414,629,-0.0973,0.0166,4.67735141287198e-09,1.06440679506679e-07
"X17325.10","Guanylate kinase","KGUA","Q16774","GUK1",332,-0.112654968850206,0.0187421525963305,5.01349113097152e-09,2.50732852957076e-07,297,-0.0387551264831288,0.0492160535228782,0.43166003377306,0.748032126854996,629,-0.1033,0.0175,3.71535229097173e-09,8.82858022291127e-08
"X19636.23","HLA class I histocompatibility antigen, alpha chain G","HLA-G","P17693","HLA-G",330,0.103681132787957,0.0173170187182776,5.74432061129605e-09,2.83980723553843e-07,297,0.0543894557489282,0.0191274939750424,0.00477784360172869,0.0657880572028575,627,0.0815,0.0128,2.18776162394955e-10,1.02277855919642e-08
"X5122.92","Semaphorin-6A","Semaphorin-6A","Q9H2E6","SEMA6A",324,0.091723704908405,0.0153636168925614,6.42238596450837e-09,3.13894114015347e-07,297,-0.0213254853061634,0.0276622979525282,0.441378404625536,0.754856876137183,621,0.0651,0.0134,1.25892541179417e-06,1.11183535854758e-05
"X17347.80","Axin interactor, dorsalization-associated protein","CA080","Q96BJ3","AIDA",332,-0.118502017806364,0.0199060757144145,6.89642148623759e-09,3.33166953131048e-07,297,-0.0359566737866036,0.0452493058171303,0.427473546412292,0.744625124527341,629,-0.1051,0.0182,7.94328234724282e-09,1.61151214035337e-07
"X13113.7","Osteopontin","Osteopontin","P10451","SPP1",328,0.222595073825985,0.0373911620680206,6.9716404979759e-09,3.33166953131048e-07,297,0.0870310130003118,0.0323191788362191,0.00749495766862337,0.0816818873864185,625,0.145,0.0245,3.01995172040202e-09,7.64047785261711e-08
