"SomaSeqid","TargetFullName","Target","UniProt","EntrezGeneSymbol","n_dis","beta_dis","se_dis","p_dis","padj_dis","n_rep","beta_rep","se_rep","p_rep","padj_rep","n_meta","beta_meta","se_meta","p_meta","padj_meta"
"X14083.25","Selenide, water dikinase 1","SPS1","P49903","SEPHS1",482,0.447701392968383,0.0278571641285939,1.23296896529417e-46,1.76766650657674e-44,373,0.219974418251789,0.0226359519117531,5.13753295820472e-20,3.15664703617693e-18,855,0.3105,0.0176,6.30957344480189e-70,5.42749507721859e-67
"X3115.64","Mitogen-activated protein kinase 1","MK01","P28482","MAPK1",482,0.599462279107349,0.0374209594182595,2.11586178988789e-46,2.93558759945413e-44,373,0.00240668745534777,0.0274649180050423,0.930220382116735,0.95418026794278,855,0.2114,0.0221,1.31825673855641e-21,1.79424754194023e-20
"X5493.17","Serine/threonine-protein kinase WNK3","WNK3","Q9BYP7","WNK3",482,0.559539969427004,0.0349948881261179,2.89754706808391e-46,3.89448435619653e-44,373,-0.025437351023984,0.0347310122956512,0.464385657026018,0.604699579433516,855,0.2648,0.0247,6.30957344480194e-27,1.59632208153489e-25
"X10900.272","Stathmin-2","STMN2","Q93045","STMN2",482,0.540072622925152,0.0338156948078307,3.49834618575016e-46,4.55951119542771e-44,373,-0.0260054995064223,0.0329578251121942,0.430589957347132,0.574609806562214,855,0.2498,0.0236,3.630780547701e-26,8.48694953025109e-25
"X19287.59","Density-regulated protein","DENR","O43583","DENR",482,0.423608278517649,0.0265638765362344,4.50242667965448e-46,5.69556974976292e-44,373,0.0233388697217828,0.029739048373343,0.433083738761327,0.577400235713722,855,0.246,0.0198,2.13796208950222e-35,1.13523147493198e-33
"X19240.265","28 kDa heat- and acid-stable phosphoprotein","HAP28","Q13442","PDAP1",482,0.694410849698785,0.043749538598714,9.74342430267373e-46,1.19732765502285e-43,373,-0.0653402847191472,0.0366217638228778,0.075218399240109,0.153981120957501,855,0.2477,0.0281,1.14815362149688e-18,1.25974712399441e-17
"X4292.5","Alpha-soluble NSF attachment protein","SNAA","P54920","NAPA",482,0.779699596840471,0.0491435224612871,1.04392761466698e-45,1.24720351963408e-43,373,0.078350704043317,0.0386510762628819,0.0433716523432543,0.0982831805734124,855,0.3464,0.0304,4.07380277804112e-30,1.37963982270511e-28
"X18280.29","Putative D-tyrosyl-tRNA(Tyr) deacylase 2","DTD2","Q96FN9","DTD2",482,0.512198965192033,0.0323295316823529,1.32097969652529e-45,1.53554964182575e-43,373,0.0710312023012866,0.0285308663089596,0.0132297529780503,0.036173660240683,855,0.2642,0.0214,4.89778819368444e-35,2.4494636070973e-33
"X18300.39","Transcriptional activator protein Pur-beta","PURB","Q96QR8","PURB",482,0.627197788482076,0.0396277048116643,1.55628551393328e-45,1.7614694724808e-43,373,0.000274157693554344,0.0380057936411287,0.994248368202101,0.995351272476596,855,0.3006,0.0274,5.88843655355588e-28,1.63394616882864e-26
"X13959.7","Cytosol aminopeptidase","LAP","P28838","LAP3",479,0.63894903952633,0.0404212150623072,2.15967331398948e-45,2.38173203165865e-43,373,0.31551692679372,0.0279320401807003,1.35298482476464e-25,2.32767509252509e-23,852,0.42,0.023,1.20226443461741e-74,1.29273483332237e-71
"X9753.17","Ezrin","Ezrin","P15311","EZR",482,0.52886138780423,0.0335644171561747,3.23515594476252e-45,3.4786014296059e-43,373,0.134638039462822,0.0235515720511086,2.25147866510934e-08,2.30014483102976e-07,855,0.2647,0.0193,6.76082975391979e-43,6.6087110844566e-41
"X13594.158","ADP-ribosylation factor-binding protein GGA1","GGA1","Q9UJY5","GGA1",482,0.561552708257766,0.035667000774721,3.67391186588227e-45,3.85402315491699e-43,373,0.00306165852072383,0.0271398905503798,0.91024265154489,0.942453934591856,855,0.2079,0.0216,6.30957344480194e-22,9.07607872444587e-21
"X12659.13","Obg-like ATPase 1","GTPB9","Q9NTK5","OLA1",482,0.632564599328878,0.0402263207032297,4.48036144068982e-45,4.58810346581117e-43,373,0.0501399777744877,0.0378630581736866,0.18624569311119,0.312419159934176,855,0.3237,0.0276,7.76247116628693e-32,3.00778274650451e-30
"X17320.19","L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase","ADPPT","Q9NRN7","AASDHPPT",482,0.539057040152441,0.0342923397339843,4.75162544680528e-45,4.75273047597896e-43,373,-0.0154779998210616,0.0285215068152901,0.587680785663389,0.709605575277439,855,0.2113,0.0219,5.75439937337159e-22,8.38971922199024e-21
"X3170.6","Methionine aminopeptidase 2","AMPM2","P50579","METAP2",480,0.541867873084772,0.0344720953020727,5.16454692673766e-45,5.04834462088606e-43,373,-0.0118175179504624,0.0316200531530952,0.708817350280296,0.805661581277895,853,0.2412,0.0233,4.16869383470336e-25,8.53788199193294e-24
"X14623.26","Small ubiquitin-related modifier 3","SUMO3","P55854","SUMO3",482,0.522639064163721,0.0333025461288187,6.20414376634348e-45,5.92978274200962e-43,373,0.027565023178612,0.0244906604466136,0.261099153283218,0.403227094531821,855,0.2013,0.0197,1.90546071796325e-24,3.61030244403522e-23
"X18315.38","Receptor-transporting protein 4","RTP4","Q96DX8","RTP4",482,0.888494156139844,0.0566488119987047,6.83846190664957e-45,6.39396188271735e-43,373,0.298437147552689,0.0304595276159934,2.74878934890563e-20,1.76455865517061e-18,855,0.4308,0.0268,5.12861383991366e-58,1.69678216349759e-55
"X5717.2","Cartilage intermediate layer protein 1","CILP","O75339","CILP",482,0.516790816428333,0.0329625750362157,7.28670726866431e-45,6.66811233245217e-43,373,0.1638076161297,0.0225234834383877,2.14622676750593e-12,4.59249817265821e-11,855,0.2762,0.0186,6.91830970918942e-50,1.29372391561842e-47
"X10418.36","Syntaxin-12","STX12","Q86Y82","STX12",482,0.488154109812738,0.0312139461879458,1.09175380118207e-44,9.78256895600851e-43,373,0.00196883895131253,0.0272017077423588,0.942339533543965,0.963165953843297,855,0.2118,0.0205,5.24807460249771e-25,1.05971684813815e-23
"X19290.5","Hypoxanthine-guanine phosphoribosyltransferase","HPRT","P00492","HPRT1",482,0.454322432913795,0.0290624349492651,1.16562392787529e-44,1.02313234975339e-42,373,0.159767654490586,0.0307654804314726,3.43537594861041e-07,2.93165713392329e-06,855,0.3154,0.0211,2.08929613085404e-50,4.08457393581965e-48
"X3897.61","Pyridoxal phosphate phosphatase","PLPP","Q96GD0","PDXP",482,0.571118516201357,0.0366424108103313,1.88103369448417e-44,1.61806518399528e-42,373,0.0217739361792752,0.0369125161929021,0.55563443689859,0.686689748937837,855,0.2985,0.026,1.73780082874937e-30,6.17709203673639e-29
"X17341.89","Acetyl-CoA acetyltransferase, cytosolic","THIC","Q9BWD1","ACAT2",480,0.905249241817158,0.058166785074345,2.58170275969505e-44,2.17723599400949e-42,373,0.123370968582381,0.0559980290470039,0.028206366550604,0.0683468070614917,853,0.4995,0.0403,3.31131121482593e-35,1.69547018273409e-33
"X14151.4","Ubiquitin-like protein ISG15","UCRP","P05161","ISG15",482,1.11883948948831,0.0719600188779142,2.78924878192952e-44,2.30703057905363e-42,373,0.824992100393807,0.038019253102112,9.07266137144817e-68,3.90215165585986e-64,855,0.8891,0.0336,3.71535229097167e-154,1.59797302034691e-150
"X18884.22","DnaJ homolog subfamily B member 4","DNJB4","Q9UDY4","DNAJB4",482,0.610942950718037,0.0393069847012722,2.94318958433246e-44,2.38842611362527e-42,373,-0.026954190848349,0.0342771936868508,0.43216445183714,0.576456180683785,855,0.2486,0.0258,6.45654229034654e-22,9.22577687401344e-21
"X2647.66","Rab GDP dissociation inhibitor beta","Rab GDP dissociation inhibitor beta","P50395","GDI2",482,0.476103012419838,0.0306360473823763,3.01208992346207e-44,2.39374718567207e-42,373,0.0989560122411978,0.031539982456377,0.00184180565080343,0.00662895908293352,855,0.293,0.022,1.47910838816821e-40,1.13600806741277e-38
"X5980.55","BolA-like protein 3","BOLA3","Q53S33","BOLA3",482,0.708444169185827,0.0455912141153086,3.06105778218935e-44,2.39374718567207e-42,373,0.0438726036460487,0.0275279569190176,0.111853499836685,0.210263069404538,855,0.2214,0.0236,5.62341325190349e-21,7.32918193831422e-20
"X17332.3","Poly(ADP-ribose) glycohydrolase ARH3","ARHL2","Q9NX46","ADPRS",482,0.510858867951869,0.0329015195639704,3.46911287435454e-44,2.66440258439266e-42,373,0.0820906174592362,0.0291950343341828,0.00519109274637411,0.0162969999285803,855,0.271,0.0218,2.34422881531991e-35,1.22957660179158e-33
"X12414.31","14-3-3 protein beta/alpha","14-3-3 protein beta/alpha","P31946","YWHAB",482,0.603940451406944,0.0389097497826138,3.6652279760694e-44,2.76563956580254e-42,373,0.0481669889414773,0.033056678307257,0.145942986623174,0.25905934191757,855,0.2811,0.0252,6.45654229034654e-29,1.94192925809654e-27
"X13482.14","CCR4-NOT transcription complex subunit 1","CNOT1","A5YKK6","CNOT1",482,0.614187638056393,0.0396320073737189,4.70813724280208e-44,3.49132728987789e-42,373,0.00966718586692877,0.0274534840757209,0.724943141658134,0.817723695848842,855,0.2057,0.0226,7.94328234724279e-20,9.33444190587192e-19
"X13639.101","General vesicular transport factor p115","USO1","O60763","USO1",482,0.566734495329716,0.0366750255906302,7.43531958650233e-44,5.42022195619433e-42,373,0.0284927207902584,0.0203476980158693,0.162270702576492,0.280350961537158,855,0.1552,0.0178,2.75422870333817e-18,2.90341609143566e-17
"X4209.60","Vacuolar protein sorting-associated protein VTA1 homolog","DRG-1","Q9NP79","VTA1",482,0.692454847539227,0.0450029991915522,1.46581087877564e-43,1.050742098269e-41,373,0.00226793883868261,0.0402016787726453,0.955042678132505,0.971354923540358,855,0.3086,0.03,7.58577575029182e-25,1.48979093616462e-23
"X17854.33","N-alpha-acetyltransferase 10","NAA10","P41227","NAA10",482,0.501852263948791,0.0326190845912986,1.49049888627761e-43,1.05092388686557e-41,373,0.00841630892572605,0.0292646493913757,0.773820613030709,0.84924788380839,855,0.2285,0.0218,9.77237220955807e-26,2.14443739149537e-24
"X6285.71","Malectin","K0152","Q14165","MLEC",482,0.580286342638569,0.0377495405486841,1.70738433123126e-43,1.1844290336493e-41,373,-0.00222379318479606,0.038236902141168,0.953654189667859,0.970349342266729,855,0.2928,0.0269,1.17489755493953e-27,3.11928048382402e-26
"X11493.169","Dynein light chain 2, cytoplasmic","DYL2","Q96FJ2","DYNLL2",482,0.672873162640412,0.0437994100769141,1.8805011812529e-43,1.28381517151885e-41,373,0.0379958299250928,0.0345563438694243,0.272256515240265,0.415386758442135,855,0.2816,0.0271,3.09029543251358e-25,6.48359056353215e-24
"X9808.41","Trinucleotide repeat-containing gene 6B protein","TNR6B","Q9UPQ9","TNRC6B",482,0.331036592160091,0.0215867315610391,2.4919200310857e-43,1.67464813339056e-41,373,0.016504206015445,0.0193341969872422,0.39386811366169,0.539670836845788,855,0.1565,0.0144,1.65958690743756e-27,4.37906950238585e-26
"X18373.13","Radixin","Radixin","P35241","RDX",482,0.573931156170557,0.037497727298809,3.37037865436557e-43,2.23015362960405e-41,373,0.149754856834775,0.0306211313420613,1.50684234373447e-06,1.1330295315388e-05,855,0.3195,0.0237,2.3988329190195e-41,2.10558783361283e-39
"X17150.8","10 kDa heat shock protein, mitochondrial","HSP 10","P61604","HSPE1",481,0.73309720241618,0.0479075807800674,3.62030555745727e-43,2.35923245494299e-41,373,0.118918113217083,0.0401304152667395,0.00324219917635811,0.0109198893167707,854,0.3722,0.0308,1.07151930523761e-33,4.70265768553771e-32
"X19266.35","Ras GTPase-activating protein-binding protein 1","G3BP1","Q13283","G3BP1",482,0.476729921073064,0.0312822881941058,6.63957299115997e-43,4.26220946790732e-41,373,0.0139915743949399,0.021713257091949,0.519732010313511,0.656495558401883,855,0.1644,0.0178,3.01995172040202e-20,3.74317358773749e-19
"X12603.87","Polyadenylate-binding protein 4","PABP4","Q13310","PABPC4",482,0.410820668651437,0.0270404761626834,1.07214469816076e-42,6.78131521586681e-41,373,0.0724890441018321,0.0194144398371087,0.000218582164562679,0.000984487363288149,855,0.1876,0.0158,1.28824955169313e-32,5.22713332248317e-31
"X2634.2","Cytokine receptor common subunit gamma","IL-2 sRg","P31785","IL2RG",482,0.499618525391721,0.032945497166918,1.42484856685359e-42,8.88155606672071e-41,373,0.0254160486764878,0.0334587650814062,0.447967600573162,0.589748592000358,855,0.2662,0.0235,8.51138038202376e-30,2.7524396257958e-28
"X18338.26","Isocitrate dehydrogenase [NADP] cytoplasmic","IDH","O75874","IDH1",479,0.666928338416694,0.0440213353018467,1.84441990412907e-42,1.13326428680845e-40,373,0.146345375228731,0.0354304014795438,4.48616092229874e-05,0.000237039043326866,852,0.351,0.0276,4.78630092322638e-37,2.89941975645023e-35
"X5888.29","Eukaryotic translation initiation factor 5A-1","eIF-5A-1","P63241","EIF5A",482,0.531367279567118,0.0351045813427389,1.90306573241479e-42,1.15282897396e-40,373,-0.0382742077580696,0.0343656645983307,0.26612221821133,0.408952779349266,855,0.2405,0.0246,1.20226443461741e-22,1.95129786161867e-21
"X12448.246","Glycylpeptide N-tetradecanoyltransferase 1","NMT1","P30419","NMT1",482,0.679955947362843,0.0450098853035077,2.58242923353587e-42,1.5426427963108e-40,373,-0.014267554352808,0.0231348675380652,0.53780696514238,0.672415045662028,855,0.1308,0.0206,2.04173794466953e-10,9.03448034981858e-10
"X11307.33","NEDD4-like E3 ubiquitin-protein ligase WWP1","WWP1","Q9H0M0","WWP1",482,0.619021639704654,0.0409919177122694,2.7385568310089e-42,1.61349766166702e-40,373,-0.0721199906160058,0.0326661498329288,0.0278768937749467,0.0676628217415608,855,0.1963,0.0255,1.54881661891248e-14,1.05569893469771e-13
"X4272.46","Glucose-6-phosphate isomerase","PHI","P06744","GPI",482,0.485840349139963,0.032180867531986,2.8494004346882e-42,1.65611773913432e-40,373,0.261366638366989,0.0244170580288723,1.87823889217645e-23,2.07136037826946e-21,855,0.3434,0.0195,9.54992586021445e-70,6.84570518746372e-67
"X18318.98","Endophilin-A3","SH3G3","Q99963","SH3GL3",482,0.780133672506095,0.0516807509723561,2.9062140721935e-42,1.66661689660057e-40,373,-0.0567872499952741,0.0561138280538627,0.312204303013297,0.458133984053289,855,0.396,0.038,2.04173794466952e-25,4.34728460397209e-24
"X5870.23","Bcl2-associated agonist of cell death","BAD","Q92934","BAD",482,0.545466958586709,0.0362146968064766,4.07898297376448e-42,2.30838233817908e-40,373,0.0140358361159477,0.0333185622855623,0.673810559243955,0.779676947890302,855,0.2577,0.0245,7.94328234724279e-26,1.77015841323789e-24
"X12697.30","Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha","PI42A","P48426","PIP4K2A",482,0.703657222161166,0.0467303219906975,4.25771598875236e-42,2.37823850228882e-40,373,0.0150953257295835,0.0404596327824373,0.709292419861316,0.805988559530653,855,0.3101,0.0306,3.71535229097173e-24,6.82894453139718e-23
"X12016.60","E3 ubiquitin-protein ligase CBL","CBL","P22681","CBL",482,0.572415954534078,0.0380180103000959,4.31842721913976e-42,2.38122506019489e-40,373,-0.0301259735771371,0.033153519318122,0.364114849807622,0.511616455087417,855,0.2302,0.025,3.23593656929629e-20,3.98789776061414e-19
"X4309.59","Triosephosphate isomerase","Triosephosphate isomerase","P60174","TPI1",482,0.595467041347646,0.0396969303093728,7.65189148496485e-42,4.16592218694099e-40,373,0.0410707047920792,0.0349692581925073,0.240964209566474,0.381305027720899,855,0.2833,0.0262,3.54813389233576e-27,9.13803824606952e-26
"X12499.108","Endophilin-A1","SH3G2","Q99962","SH3GL2",482,0.730402198459162,0.0487923768295466,1.0464255070074e-41,5.62584513204853e-40,373,-0.070913047026965,0.0548399667545749,0.196793094395454,0.326042796222977,855,0.3763,0.0365,5.49540873857623e-25,1.10447443853347e-23
"X2998.53","Junctional adhesion molecule C","JAM-C","Q9BX67","JAM3",482,0.382147662582302,0.0255450841415771,1.15694500527738e-41,6.14323514530619e-40,373,0.0293983752091061,0.0275798173234887,0.287152412056848,0.431531280313244,855,0.2193,0.0187,1.28824955169313e-31,4.86031694897558e-30
"X11659.31","Clathrin interactor 1","EPN4","Q14677","CLINT1",482,0.800363059840628,0.0535983594352729,1.52478527100817e-41,7.99768469586115e-40,373,-0.0204675783590358,0.0393129372746658,0.602937013196732,0.722348772634859,855,0.2667,0.0317,4.07380277804112e-17,3.71216647210908e-16
"X13472.35","Haloacid dehalogenase-like hydrolase domain-containing protein 2","HDHD2","Q9H0R4","HDHD2",482,0.63470551876166,0.0425115764468879,1.56283380507638e-41,8.09849180196809e-40,373,0.0841158190581086,0.0336559159581842,0.012880450810511,0.0353534262514408,855,0.2962,0.0264,3.01995172040202e-29,9.34446931615042e-28
"X13497.34","Eukaryotic translation initiation factor 3 subunit J","EIF3J","O75822","EIF3J",482,0.531514248213969,0.0356430223053515,1.87728434703738e-41,9.61214282929496e-40,373,-0.0179032959619027,0.0266455283155393,0.502066149088549,0.639292793233848,855,0.1791,0.0213,4.78630092322638e-17,4.27980878810741e-16
"X12993.21","Nuclear protein localization protein 4 homolog","NPL4","Q8TAT6","NPLOC4",482,0.675262200936444,0.0454073323623024,2.8459144499689e-41,1.44003271168426e-39,373,-0.0428122075506251,0.0377040822375767,0.256915510018241,0.398770699598865,855,0.2502,0.029,6.30957344480194e-18,6.41547881467923e-17
"X2642.4","Platelet-activating factor acetylhydrolase IB subunit beta","PAFAH beta subunit","P68402","PAFAH1B2",482,0.407021040072348,0.0273726358366814,2.89202525749372e-41,1.44634891075355e-39,373,-0.0137052384186029,0.0270524622950726,0.612727773036819,0.729477916386815,855,0.1942,0.0192,6.02559586074359e-24,1.08891125197724e-22
"X11683.19","ADP-ribosylation factor-binding protein GGA3","GGA3","Q9NZ52","GGA3",482,0.710608597320333,0.0478230660977539,3.21794697999704e-41,1.59084942080084e-39,373,-0.00553109048865524,0.0382249953699733,0.885028538555904,0.926834123284379,855,0.2736,0.0299,5.01187233627271e-20,6.03811286227141e-19
"X17729.20","Ubiquitin-conjugating enzyme E2 S","UBE2S","Q16763","UBE2S",482,0.535813248237373,0.0360902884391598,3.65906002533285e-41,1.78836558738143e-39,373,0.100952821766638,0.022363618634613,8.57542501987264e-06,5.47224080274069e-05,855,0.2216,0.019,2.08929613085404e-31,7.81396752939411e-30
"X19276.124","Small nuclear ribonucleoprotein G","RUXG","P62308","SNRPG",482,0.422979352478747,0.0285268689019149,4.44020989944251e-41,2.14576885140475e-39,373,0.0614168782327958,0.0168332559113485,0.000301929905574548,0.00131570468477825,855,0.1548,0.0145,1.28824955169313e-26,3.16614932676124e-25
"X12677.164","Protein flightless-1 homolog","FLII","Q13045","FLII",482,0.643947493990005,0.0434345871463823,4.51826091704251e-41,2.15922668935554e-39,373,-0.00973873043349824,0.0298317428770941,0.744265993558057,0.829419350468577,855,0.1998,0.0246,4.46683592150963e-16,3.53159215044356e-15
